id;label;timeset;followed;followers;tweets;favorites;time zone;modularity_class
andrevcanto;andrevcanto;;507;90;817;44;;0
josecuevas47;josecuevas47;;148;90;2616;412;;0
elbuzz01;elbuzz01;;129;90;3726;338;Mexico City;0
migamher;migamher;;173;90;2128;1797;;0
car10s28;car10s28;;651;90;800;208;;0
ale_mora9;ale_mora9;;295;90;706;192;Caracas;0
rservian8;rservian8;;156;90;175;161;;0
pzeegers;pzeegers;;435;90;4363;533;Melbourne;0
belacostaok;belacostaok;;138;89;1002;22;Santiago;0
victorargibay;victorargibay;;170;89;1174;65;Athens;0
matamorosboy86;matamorosboy86;;84;89;1436;1004;;0
nsanjahenry;nsanjahenry;;471;89;43;68;Africa/Kampala;0
chrisrhymes;chrisrhymes;;319;89;2615;416;London;0
aslansarkann;aslansarkann;;849;88;1068;552;;0
photostereofree;photostereofree;;48;88;3096;1315;Rome;0
alexcons191;alexcons191;;307;88;368;3616;;0
jtoncas;jtoncas;;347;88;2667;816;Madrid;0
mmarracino;mmarracino;;180;88;7044;2165;;0
ant_testa979;ant_testa979;;136;88;1418;164;;2
lntlethal;lntlethal;;174;88;3194;23996;Berlin;0
bridomuir;bridomuir;;139;87;1692;2261;Casablanca;0
toddspit;toddspit;;90;87;3330;269;;0
sevkidagdelen;sevkidagdelen;;191;87;2263;393;Istanbul;0
tunbridgealex;tunbridgealex;;115;87;2821;1275;Casablanca;0
nrothien;nrothien;;115;87;24862;27371;;0
joelramone;joelramone;;225;87;2578;619;;0
framazzei;framazzei;;165;87;1582;182;Rome;0
thef1formbook;thef1formbook;;61;87;1332;52;Budapest;0
difazio_faby;difazio_faby;;201;87;1547;1484;Pacific Time (US & Canada);0
tot;tot;;0;87;0;0;;0
andre_laszlo;andre_laszlo;;70;87;3527;4877;;0
kayeguscott;kayeguscott;;146;86;1531;2370;London;0
david_ima1;david_ima1;;192;86;3561;49;;0
nelli9989;nelli9989;;480;86;3141;20270;;0
mfantinel;mfantinel;;202;86;434;56;Caracas;0
cherranz94;cherranz94;;407;86;881;497;Athens;0
paige__394;paige__394;;422;86;2911;2582;;0
galeriot07;galeriot07;;180;86;8981;6012;Pacific Time (US & Canada);0
mathewdasilva6;mathewdasilva6;;100;85;350;412;;0
galatsone9;galatsone9;;476;85;723;1926;;0
topspeednation;topspeednation;;171;85;259;222;;0
mecanicoccs;mecanicoccs;;145;85;300;1;Caracas;0
aschenbrodel;aschenbrodel;;156;85;13408;10494;Tokyo;0
krzysiekgoldyn;krzysiekgoldyn;;171;85;1518;22;;0
manufinrod;manufinrod;;180;84;4937;87;West Central Africa;0
jatzibeosorio;jatzibeosorio;;132;84;2936;82;Central Time (US & Canada);0
melara_ren;melara_ren;;116;84;4466;32684;Central America;0
aldo_duarteoff;aldo_duarteoff;;140;84;897;32;Rome;0
jaeck717_23;jaeck717_23;;343;84;1905;2937;Amsterdam;0
valcmm;valcmm;;65;84;9689;4807;;0
paubr4;paubr4;;414;83;2525;286;;0
diogo536;diogo536;;78;83;1277;911;Lisbon;0
smurf_118;smurf_118;;297;83;2082;3120;;6
michelleadenni2;michelleadenni2;;51;83;6683;0;;0
carbaj2;carbaj2;;673;83;2268;1792;Central Time (US & Canada);0
rafael_cr44;rafael_cr44;;30;83;6457;7630;Brasilia;0
backofthegridf1;backofthegridf1;;257;83;108;45;;4
witold_zalewski;witold_zalewski;;47;83;26135;26275;;0
tatomeymar;tatomeymar;;315;83;3520;518;Eastern Time (US & Canada);0
calleee1;calleee1;;479;82;848;4897;;0
sitzens;sitzens;;140;82;732;11;Pacific Time (US & Canada);0
cineriz;cineriz;;83;82;10725;311;London;5
meflyindutchman;meflyindutchman;;459;82;1289;2479;;0
nicolaschavezm;nicolaschavezm;;200;82;2547;664;Buenos Aires;0
betjusalbog05;betjusalbog05;;182;82;4026;233;Bogota;0
miss3rdward_;miss3rdward_;;79;82;10011;4647;Budapest;0
stephenpeters__;stephenpeters__;;113;82;511;805;;0
kokorohiroio;kokorohiroio;;88;82;7256;131;Tokyo;0
meulhin;meulhin;;254;82;7066;3781;;0
casulafede;casulafede;;53;82;199;4662;;3
gescobar717;gescobar717;;122;81;858;2320;;0
chema11isla;chema11isla;;133;81;1453;121;Madrid;0
barry_1982;barry_1982;;136;81;1350;72;Edinburgh;0
amleshrane;amleshrane;;241;81;335;2602;;0
pablosandate;pablosandate;;163;81;1445;1172;;0
franrafran;franrafran;;129;81;2511;257;;0
kovacshuni;kovacshuni;;205;81;1167;499;Bucharest;0
andresfloress47;andresfloress47;;95;81;1362;599;Pacific Time (US & Canada);0
napolipablo;napolipablo;;152;80;4468;1509;;0
cayotoro;cayotoro;;194;80;240;245;;0
aaanyiii;aaanyiii;;309;80;9616;2157;Brasilia;0
munger44;munger44;;309;80;757;169;;0
sinyk007;sinyk007;;94;80;13736;10663;;0
florrb1595;florrb1595;;19;80;1;1;Buenos Aires;0
initialfizz;initialfizz;;88;80;1996;133;;0
binaryboy101;binaryboy101;;293;80;402;37;;0
pat_jeanette;pat_jeanette;;316;80;445;327;;0
miko39;miko39;;91;79;4391;4302;Kuala Lumpur;0
wisa1970;wisa1970;;209;79;3065;2464;;0
nancy_graefe;nancy_graefe;;548;79;791;4228;;0
laqualy16;laqualy16;;279;79;553;116;;0
trimbledon80;trimbledon80;;130;79;2106;23909;;0
grantlawson80;grantlawson80;;275;79;2771;3822;;0
aletznmc8;aletznmc8;;273;79;864;877;;0
matthewc_17;matthewc_17;;199;79;620;2300;;0
cristianpro69;cristianpro69;;211;78;1436;998;Quito;0
rosgarden1;rosgarden1;;143;78;14156;5;Stockholm;0
josephtuoyo;josephtuoyo;;225;78;1392;8;Amsterdam;0
steffylucchy;steffylucchy;;227;78;756;524;;2
samflashxd;samflashxd;;41;78;1730;7025;;0
brissaselene;brissaselene;;208;78;3902;1078;;0
samuelpalummo;samuelpalummo;;230;78;1006;5000;;0
demisavemylife5;demisavemylife5;;186;78;2125;6894;;0
persiandutchman;persiandutchman;;98;77;823;503;Amsterdam;0
harrydean0227;harrydean0227;;305;77;95;524;;0
rudylarossa;rudylarossa;;99;77;388;18503;;0
pierostracuzzi1;pierostracuzzi1;;134;77;803;318;;2
ncsportsfan79;ncsportsfan79;;284;77;979;5285;;0
josytorresg;josytorresg;;290;77;692;367;;0
ngargenaln;ngargenaln;;129;77;5589;30;Central America;0
nicololagrosa;nicololagrosa;;303;77;322;412;Ljubljana;0
abhay7796;abhay7796;;171;77;739;1465;Mumbai;0
passing246;passing246;;310;77;2903;428;;0
ispysupercars;ispysupercars;;121;77;52;34;;0
carrilloerick14;carrilloerick14;;1055;76;399;200;Pacific Time (US & Canada);0
motorcast_;motorcast_;;58;76;57;24;;0
sosluis2;sosluis2;;223;76;265;260;;0
_jc_ramirez;_jc_ramirez;;304;76;2600;129;;0
autos_carreras;autos_carreras;;248;76;1224;28;;0
sir_daen;sir_daen;;214;76;3964;51;Hawaii;0
francedisabato;francedisabato;;40;76;2056;349;Athens;0
jonnyess8;jonnyess8;;31;76;175;184;Melbourne;0
turbo3187;turbo3187;;359;76;510;507;;0
babydrosa;babydrosa;;63;76;3397;29012;Pacific Time (US & Canada);0
stefanscents;stefanscents;;200;76;2694;2351;Berlin;0
driosg2;driosg2;;413;75;2010;54;Madrid;0
oscarmzmz;oscarmzmz;;146;75;3953;166;;0
adityapalwankar;adityapalwankar;;469;75;5657;232;;0
stuallen1996;stuallen1996;;121;75;522;466;Casablanca;0
scottspur;scottspur;;107;75;3848;2637;;0
sarje_world;sarje_world;;905;75;218;132;;0
lastblackeagle;lastblackeagle;;1059;75;1428;665;;0
kshkvarko;kshkvarko;;245;75;8130;669;;0
silviabelmonte3;silviabelmonte3;;109;75;876;113;;0
pablomfm;pablomfm;;118;75;1422;1160;;0
west19m;west19m;;188;75;2135;4434;Pacific Time (US & Canada);0
paulopereirafx1;paulopereirafx1;;1203;75;65;263;;0
nathan_allcock;nathan_allcock;;118;74;314;88;;0
purontong010;purontong010;;190;74;525;8276;;0
jellycollin;jellycollin;;74;74;2507;3824;Copenhagen;0
galatolaalessio;galatolaalessio;;325;74;180;416;;0
webbeloz;webbeloz;;158;74;3186;179;Rome;3
dajumi85;dajumi85;;516;74;1670;5131;;0
actionpaxon;actionpaxon;;334;74;3613;80;Eastern Time (US & Canada);0
besttom84;besttom84;;323;74;7066;2421;Pacific Time (US & Canada);0
tailsmilner77;tailsmilner77;;147;74;44;107;;0
betoflores25;betoflores25;;296;74;1509;270;;0
kisszandy_f1;kisszandy_f1;;219;74;4933;812;;0
dopeyf1fanatic;dopeyf1fanatic;;205;74;3248;1783;London;0
lucanalin;lucanalin;;188;74;6652;276;Rome;0
nathandantonio1;nathandantonio1;;551;74;6602;1568;;0
carlosrf88;carlosrf88;;16;74;20106;21158;Amsterdam;0
throwbackf1;throwbackf1;;137;73;318;61;Brasilia;0
tifosiwang;tifosiwang;;192;73;1781;397;;0
tidibenbenisti;tidibenbenisti;;31;73;91;31;;0
evo88s;evo88s;;717;73;364;3;;0
rosmannhp;rosmannhp;;124;73;3753;26;London;0
freixasernest;freixasernest;;124;73;782;1682;Madrid;0
serdr35_fiji;serdr35_fiji;;767;73;718;100;Hong Kong;0
brenta85;brenta85;;199;73;2301;4492;UTC;0
paul_tadd;paul_tadd;;396;73;685;533;;0
nicolosi59;nicolosi59;;335;72;508;141;;0
kartselsalvador;kartselsalvador;;21;72;289;73;;0
cyrilgabon;cyrilgabon;;255;72;5597;4626;Eastern Time (US & Canada);0
rs_dave87;rs_dave87;;353;72;919;35;Amsterdam;0
josesoporviruta;josesoporviruta;;213;72;278;13;;0
eefjefricandel;eefjefricandel;;203;72;2348;66;;0
okanvwgti;okanvwgti;;212;71;973;841;;0
pochor8;pochor8;;139;71;1961;2655;;0
glfioravanti;glfioravanti;;213;71;83;216;;3
djoll_bls;djoll_bls;;115;71;440;130;;0
610_alan;610_alan;;708;71;78320;16781;Hanoi;0
helpless_ana;helpless_ana;;249;71;19633;9969;Brasilia;0
rebs1309;rebs1309;;232;71;760;21;Caracas;0
tulela_;tulela_;;130;71;2285;1870;Pacific Time (US & Canada);0
bretthore;bretthore;;94;71;95;296;;0
karlakathrym;karlakathrym;;132;70;2299;164;Eastern Time (US & Canada);0
liam_longshaw;liam_longshaw;;387;70;724;1804;;0
luciole013;luciole013;;106;70;1136;884;;0
forzaseve27;forzaseve27;;146;70;3132;8941;;0
adeoyenusi;adeoyenusi;;379;70;92;14;Europe/London;0
adan_dr22;adan_dr22;;177;70;3697;383;;0
georgebalmaf1;georgebalmaf1;;110;70;524;930;;0
fred35warrior;fred35warrior;;383;70;6422;15994;Paris;8
fergalf1;fergalf1;;356;70;717;3087;Dublin;0
jfbm_cr;jfbm_cr;;132;69;1063;1328;;0
snowflowerxmas;snowflowerxmas;;102;69;10711;78;Tokyo;0
jack_the_rat;jack_the_rat;;92;69;2939;817;;0
felbiadan;felbiadan;;118;69;1335;51;;0
selfienbm;selfienbm;;455;69;745;8;Pacific Time (US & Canada);0
iceman7mouse;iceman7mouse;;162;69;775;166;;8
dsdl32;dsdl32;;353;69;834;1550;;0
leo_gunsnroses;leo_gunsnroses;;574;69;370;5026;Buenos Aires;0
gaetanp71;gaetanp71;;101;69;1979;251;Pacific Time (US & Canada);0
stardast_boy;stardast_boy;;271;69;6776;10676;;0
ianst0028;ianst0028;;287;68;2382;45;;0
martinat507g;martinat507g;;94;68;2221;171;;0
cencoyt_19;cencoyt_19;;278;68;3081;2063;Buenos Aires;0
rae_tara;rae_tara;;55;68;18498;19196;Alaska;0
rodriyomma;rodriyomma;;231;68;203;472;Brasilia;0
jomoorejoanne;jomoorejoanne;;237;68;974;4924;;0
cpormcf;cpormcf;;171;68;314;394;;0
zarritaaa;zarritaaa;;144;68;121;41;;0
xavi12alvarez;xavi12alvarez;;493;68;3210;63;;0
theepicsnowwolf;theepicsnowwolf;;227;68;7094;13267;Berlin;0
lambeach;lambeach;;175;67;114;47;;0
jetino10;jetino10;;34;67;536;7;;0
slake25;slake25;;244;67;1389;586;Central Time (US & Canada);0
kazuyaformula;kazuyaformula;;101;67;3389;3314;;5
orielxe117;orielxe117;;156;67;1466;3778;Pacific Time (US & Canada);0
mexican_banana;mexican_banana;;44;67;5204;4987;;0
gsplive;gsplive;;304;67;2006;3;Eastern Time (US & Canada);0
konstantinosm28;konstantinosm28;;80;67;196;1119;Cairo;0
daniel_moreno97;daniel_moreno97;;111;67;787;398;;0
premier342;premier342;;319;67;792;537;;0
marcoas;marcoas;;275;67;261;67;Buenos Aires;0
sanper_jose;sanper_jose;;370;67;1285;1248;CET;0
claudete_8p;claudete_8p;;61;66;875;6;Brasilia;0
vincent_972;vincent_972;;118;66;1588;1396;Atlantic Time (Canada);0
gustavoben1404;gustavoben1404;;629;66;4537;933;;0
rgun4;rgun4;;98;66;4688;847;;0
abaza738;abaza738;;89;66;3573;19;Jerusalem;3
aspectweet;aspectweet;;253;66;2374;7;Eastern Time (US & Canada);0
_i_love_racing;_i_love_racing;;216;66;7098;4213;Novosibirsk;6
417trf2;417trf2;;98;66;241;134;;0
jmfradejas;jmfradejas;;344;66;1849;18;Singapore;0
mcalamandrei;mcalamandrei;;396;66;212;55;Rome;0
dannysearle6;dannysearle6;;317;66;8276;2;London;0
memphisblue1966;memphisblue1966;;165;66;731;3081;;0
nahumadare;nahumadare;;339;66;344;477;;0
rosplayvox;rosplayvox;;207;66;6481;846;Rome;0
vitop1982;vitop1982;;120;66;938;2988;Rome;0
mpandonee;mpandonee;;327;65;1075;1079;Central Time (US & Canada);0
hlwhitehouse;hlwhitehouse;;423;65;162;98;;0
sheldon_adp;sheldon_adp;;137;65;375;110;Pacific Time (US & Canada);0
judithizan;judithizan;;180;65;898;2926;;0
sidnenko;sidnenko;;88;65;5567;4809;Kyiv;0
eastcivja;eastcivja;;715;65;4307;140;;0
g_drix;g_drix;;175;65;416;68;Athens;0
beto_canis;beto_canis;;121;65;2252;232;Mexico City;0
javinieves_9;javinieves_9;;191;65;2113;431;;0
nunorodrigues98;nunorodrigues98;;223;64;6330;5589;Lisbon;0
olivier_y2j;olivier_y2j;;22;64;2168;227;Athens;0
br1nster;br1nster;;149;64;1050;1932;London;6
mlw668;mlw668;;514;64;2330;244;;0
linocaut;linocaut;;682;64;271;1184;;0
berruezojose;berruezojose;;108;64;429;110;Amsterdam;0
jdeymonaz;jdeymonaz;;207;64;243;2149;;0
antovicente1;antovicente1;;478;64;4225;42;Caracas;0
chrislennard1;chrislennard1;;209;64;4842;37224;;0
salvonaccarato;salvonaccarato;;292;64;50;14;Athens;0
tonygimenez1977;tonygimenez1977;;231;64;3985;2022;;0
josh__ivan;josh__ivan;;137;64;1380;2204;;0
f1fanatic44;f1fanatic44;;30;64;1951;17925;;0
t2beschadigunc;t2beschadigunc;;324;64;473;1811;Baghdad;0
acastillo1594;acastillo1594;;164;63;31429;198;;3
josejaviersotoj;josejaviersotoj;;346;63;103;2000;Pacific Time (US & Canada);0
ezequiel_alisol;ezequiel_alisol;;237;63;526;1086;;0
gautam09;gautam09;;208;63;179;523;;0
bhaskarsingh818;bhaskarsingh818;;111;63;1645;1405;Pacific Time (US & Canada);2
martika_rock;martika_rock;;217;63;2570;2920;;0
davideabelli;davideabelli;;338;63;114;1601;;0
lilp2mail;lilp2mail;;495;63;285;211;;0
maxviper87;maxviper87;;65;63;7550;64;Pacific Time (US & Canada);0
ritaa007;ritaa007;;197;62;344;6027;Berlin;0
ale2reis;ale2reis;;110;62;1734;2770;Buenos Aires;0
mark_pomfret;mark_pomfret;;263;62;1216;23;Quito;2
maico955;maico955;;592;62;689;194;;0
rustignolimass1;rustignolimass1;;71;62;604;867;;0
tomosaburou0606;tomosaburou0606;;352;62;13733;493;;0
jr2064;jr2064;;146;62;1539;4;Madrid;0
andygembrong;andygembrong;;168;62;193;4;Pacific Time (US & Canada);0
jnrb94;jnrb94;;77;62;844;33;Bogota;0
yutroshkov18;yutroshkov18;;245;62;1434;5399;;0
kokealcantara;kokealcantara;;1224;62;5368;886;;0
palacios_nr;palacios_nr;;538;62;958;108;Caracas;0
davidsalmon11;davidsalmon11;;133;62;1663;2493;London;0
dejankolsek1;dejankolsek1;;695;62;419;1316;;0
falostesso;falostesso;;208;62;1645;9499;;0
kevindafortuna;kevindafortuna;;127;62;4085;3101;;0
daniel26b;daniel26b;;375;61;3904;323;;0
muditsinghania;muditsinghania;;523;61;62;140;;0
echehaibar;echehaibar;;769;61;799;325;;0
antoniosulis;antoniosulis;;262;61;115;525;;0
jcruggiero23;jcruggiero23;;161;61;915;226;;0
ceeam_ms;ceeam_ms;;470;61;3457;934;Muscat;0
carolinnux;carolinnux;;165;61;670;1801;;0
maaax46;maaax46;;40;61;776;1046;Berlin;0
rathian1;rathian1;;314;60;1709;760;London;0
shamakuma1967;shamakuma1967;;173;60;1261;1;;0
nje_design;nje_design;;162;60;1698;36;London;0
mrclonegamer;mrclonegamer;;293;60;2150;1351;Paris;0
jamwakelin;jamwakelin;;88;60;501;518;London;0
labebekiss;labebekiss;;106;60;1939;6471;;2
sebred05;sebred05;;183;60;1287;10768;;0
g_gomes88;g_gomes88;;183;60;56;14;Amsterdam;0
ststjoker;ststjoker;;295;60;429;124;Lisbon;0
malbj6;malbj6;;339;60;12528;76;;0
clem_bzh29900;clem_bzh29900;;170;60;2451;1023;;0
keverengefelix1;keverengefelix1;;1038;59;38;190;;0
macalisg;macalisg;;194;59;3249;1481;;0
kamoosun;kamoosun;;447;59;13;3;;0
_robertocortes_;_robertocortes_;;124;59;1321;8708;;0
alexslfernandes;alexslfernandes;;321;59;3200;82;Brasilia;0
svandoornefans;svandoornefans;;43;59;184;111;;0
pab23_;pab23_;;209;59;161;1492;Eastern Time (US & Canada);0
ferelden;ferelden;;125;59;1990;16;;0
robin_gonzalez_;robin_gonzalez_;;270;59;552;427;Quito;0
sg_gregory;sg_gregory;;322;59;794;430;;0
jairocanales;jairocanales;;155;59;221;14;;0
yunk69;yunk69;;63;58;2393;768;;0
murilo_carrasco;murilo_carrasco;;356;58;2020;2639;;0
zockerfreakyt;zockerfreakyt;;80;58;1068;1037;Pacific Time (US & Canada);0
mrug3364;mrug3364;;28;57;3079;840;;0
ornicar_racing;ornicar_racing;;193;57;2101;0;;0
robertomorett19;robertomorett19;;503;57;541;3059;;0
interistaaf;interistaaf;;324;57;1285;1364;Pacific Time (US & Canada);0
maurobarbessi;maurobarbessi;;104;57;3707;40;;0
endwnsud;endwnsud;;87;57;8209;2590;Beijing;2
slava_kun;slava_kun;;112;57;5641;162;Moscow;0
guerrerodromas;guerrerodromas;;217;56;4909;2227;;0
sissitaroni;sissitaroni;;166;56;231;197;;0
pablobass2;pablobass2;;226;56;714;249;Santiago;0
spina_ls;spina_ls;;156;56;378;644;;2
educordova;educordova;;95;56;29;38;La Paz;0
w_i_f1;w_i_f1;;20;56;9111;0;;0
slicksmag;slicksmag;;47;56;897;906;;0
bigdaddythegrea;bigdaddythegrea;;210;56;62;112;Baghdad;0
onlymicrolander;onlymicrolander;;104;56;1070;4325;;0
pprh_;pprh_;;23;56;4609;89;;0
1100polariz;1100polariz;;50;56;10499;23;;0
f1points;f1points;;205;55;609;10;Eastern Time (US & Canada);0
vicenteramos3;vicenteramos3;;111;55;8;3;Hawaii;0
noppen1966;noppen1966;;242;55;2565;3154;;0
pitstoppers33;pitstoppers33;;178;55;325;2376;;0
cmurdock_32;cmurdock_32;;217;55;214;11;Pacific Time (US & Canada);0
marysundb;marysundb;;128;55;74;63;;0
momozart0317;momozart0317;;99;55;2947;2372;Bern;0
pablo_mecraneum;pablo_mecraneum;;153;55;305;8;Caracas;0
dylansky007;dylansky007;;283;55;27;47;;0
leosanchez3;leosanchez3;;76;55;741;76;La Paz;0
jesabu74;jesabu74;;14;54;1547;353;;0
alvaro73214104;alvaro73214104;;198;54;2762;594;Madrid;0
izagi;izagi;;85;54;7418;621;Tokyo;0
cleowarp;cleowarp;;550;54;139;14;Brasilia;0
perezsivianes;perezsivianes;;63;54;2766;6475;;0
henkejaja;henkejaja;;409;54;4883;5557;Athens;0
steve_withbeard;steve_withbeard;;272;54;698;543;Amsterdam;0
votethefox;votethefox;;137;54;294;267;;0
simontv17;simontv17;;279;54;753;8491;Pacific Time (US & Canada);0
bardino295;bardino295;;313;54;360;282;;0
mattia_santucci;mattia_santucci;;775;54;534;316;Amsterdam;0
cypher155;cypher155;;233;54;1585;878;Rome;0
jessc_ca;jessc_ca;;80;54;4418;5034;;0
thebmax14;thebmax14;;110;54;8288;2724;;0
jimegandara5;jimegandara5;;199;54;551;257;;0
mscfan91;mscfan91;;87;54;3486;934;;0
dankocsaba;dankocsaba;;124;54;522;4313;;0
scottwelch5;scottwelch5;;172;53;1207;597;;0
lucatotti;lucatotti;;272;53;1978;1895;Bern;0
martyteg96;martyteg96;;87;53;1959;38250;Athens;0
betoter;betoter;;572;53;1641;349;;0
thitrotte;thitrotte;;235;53;2890;1143;Amsterdam;0
motorsportsgall;motorsportsgall;;18;53;3409;0;New Delhi;0
gemmaanniciello;gemmaanniciello;;18;53;4058;2693;Pretoria;0
mrvinegar206;mrvinegar206;;154;53;1458;5218;Pacific Time (US & Canada);0
maxi_caliz;maxi_caliz;;105;53;269;3876;Buenos Aires;0
prabhawrites;prabhawrites;;72;53;99;114;Pacific Time (US & Canada);0
manuel_col;manuel_col;;28;53;121;22;Amsterdam;0
stefano261283;stefano261283;;109;53;1661;26;;0
_adrianmg;_adrianmg;;609;53;7235;919;;0
yus3883;yus3883;;258;53;3929;2207;;0
fff_lisa;fff_lisa;;51;53;6220;4147;Beijing;0
tzktkt;tzktkt;;97;52;7451;1541;;0
jdeleon8101;jdeleon8101;;90;52;3970;2529;;0
alhilal54____;alhilal54____;;225;52;1597;5;;0
malemusclecat;malemusclecat;;94;52;3218;3215;;0
georgemed3;georgemed3;;176;52;1452;1366;;0
highpriestd;highpriestd;;342;52;332;160;London;0
brunocaetanome2;brunocaetanome2;;65;52;3045;3290;;2
curti5_morilias;curti5_morilias;;246;52;846;178;Pacific Time (US & Canada);0
sherilynear;sherilynear;;110;52;1814;975;Singapore;0
aleoli74;aleoli74;;107;52;256;42;Athens;0
faniisiina;faniisiina;;252;52;2319;1726;;0
victor_slukin;victor_slukin;;196;52;747;348;Moscow;0
kawintra4365;kawintra4365;;435;51;3470;2437;;0
carlos_f1_urug;carlos_f1_urug;;182;51;881;1137;Brasilia;0
m1tom_1;m1tom_1;;691;51;5944;1862;;0
getman679;getman679;;200;51;488;651;;0
asieri15;asieri15;;196;51;10164;3;;0
onyemapst;onyemapst;;406;51;154;7;;0
merysmen29;merysmen29;;87;50;2752;348;;0
whitehunter04_;whitehunter04_;;100;50;407;1468;;0
the_ocnarf;the_ocnarf;;48;50;316;76;Eastern Time (US & Canada);0
sarahjamiethorn;sarahjamiethorn;;263;50;304;596;Pacific Time (US & Canada);0
chrissyth0mps0n;chrissyth0mps0n;;50;50;230;2;;0
romainleguere;romainleguere;;38;50;454;194;Paris;0
andsaso;andsaso;;737;50;1132;62;Skopje;0
_garcia_28;_garcia_28;;51;49;5601;14845;;0
elelombardini;elelombardini;;119;49;615;1873;;0
davide24838501;davide24838501;;82;49;111;2726;;0
danilocedro;danilocedro;;88;49;109;8;Rome;0
darck_smocks;darck_smocks;;111;49;1430;1009;Pacific Time (US & Canada);6
meselma;meselma;;133;48;149;72;Buenos Aires;0
superswede6;superswede6;;252;48;1833;290;;0
mandiro73;mandiro73;;146;48;2529;1467;;0
rohit_khadkikar;rohit_khadkikar;;123;48;1245;195;Mumbai;0
tantogodollo83;tantogodollo83;;1023;48;1390;5219;Pacific Time (US & Canada);0
ali_rahat_;ali_rahat_;;250;48;712;17;;0
ibkr_abubakar;ibkr_abubakar;;142;47;4;1;;0
romifaizi1;romifaizi1;;79;47;568;251;;0
buonistelo;buonistelo;;1209;47;7773;2228;Atlantic Time (Canada);0
angrymechanik;angrymechanik;;114;47;2097;14;Casablanca;0
lucacapvt;lucacapvt;;91;47;2089;3515;;2
byzantinenova;byzantinenova;;150;47;321;5751;Brisbane;0
caro_petrocchi;caro_petrocchi;;170;47;2140;9191;Athens;0
ponchogonzalo;ponchogonzalo;;141;47;3455;1377;;0
sim0ne72;sim0ne72;;27;47;5169;3913;Madrid;0
529security_;529security_;;420;47;2187;13;Pacific Time (US & Canada);0
mrmpalacios;mrmpalacios;;83;47;145;11;Quito;0
v_skhabovskey;v_skhabovskey;;61;47;4636;414;Kyiv;0
raijamartelli;raijamartelli;;98;47;214;536;;0
erasmology;erasmology;;73;46;1545;32;Pacific Time (US & Canada);0
jessemesa;jessemesa;;98;46;1715;9553;;0
drepablo;drepablo;;191;46;387;286;;0
rvmaarseveen;rvmaarseveen;;39;46;887;339;;4
sujago;sujago;;216;46;529;891;New Delhi;0
nkotbclare;nkotbclare;;187;46;1753;809;London;0
onchanbabe;onchanbabe;;130;46;840;1558;;0
gravewisdom45;gravewisdom45;;121;46;585;126;;0
jaimeaayala;jaimeaayala;;58;46;969;120;Central Time (US & Canada);0
n_kiroyan;n_kiroyan;;139;46;509;259;Pacific Time (US & Canada);0
pasco_payo;pasco_payo;;20;46;103;0;;0
cristiano_besi;cristiano_besi;;116;46;350;705;Rome;0
baby_3bee6;baby_3bee6;;113;45;309;210;Pacific Time (US & Canada);0
shamird;shamird;;122;45;1928;75;Eastern Time (US & Canada);0
chirag27sharma;chirag27sharma;;211;45;264;806;;0
lfcgiorgos;lfcgiorgos;;448;45;737;1846;;0
lldan01;lldan01;;164;45;261;196;Casablanca;0
tarrarara_;tarrarara_;;44;45;144;32;Pacific Time (US & Canada);0
agathalatorre;agathalatorre;;125;45;22;24;;0
alicialacarra;alicialacarra;;227;45;1054;2865;;0
wolfie16_;wolfie16_;;208;45;145;257;Pacific Time (US & Canada);0
ferolibar;ferolibar;;518;45;322;358;;0
mani517;mani517;;384;45;3484;4472;;0
luke_cutler;luke_cutler;;190;45;816;56;London;0
fw362;fw362;;55;45;198;363;;0
pangianpiter;pangianpiter;;199;44;2119;8731;;3
rafaellopes954;rafaellopes954;;194;44;1271;2632;;0
romain58697464;romain58697464;;167;44;56;171;;0
canadaformula1;canadaformula1;;137;44;796;3;Atlantic Time (Canada);0
hdfrst;hdfrst;;172;44;1462;846;Pretoria;0
andsonthacizio;andsonthacizio;;372;44;382;76;;2
brownmambaout;brownmambaout;;384;44;283;334;;0
rickdamerau;rickdamerau;;67;44;15703;1220;;0
fus4088;fus4088;;42;44;1161;50;Quito;0
cathyleenew1;cathyleenew1;;52;44;218;679;Pacific Time (US & Canada);0
colaartu;colaartu;;104;44;219;103;;0
edithmag;edithmag;;200;44;872;464;Central Time (US & Canada);0
mirablair;mirablair;;42;44;1417;998;Kyiv;0
faberacingteam;faberacingteam;;160;44;278;96;Pacific Time (US & Canada);0
giovannipalmeri;giovannipalmeri;;106;44;1708;785;Rome;2
silviaazzolini;silviaazzolini;;131;44;308;341;;0
leoontiveross;leoontiveross;;82;44;65;187;;0
javierarcce;javierarcce;;48;44;11;27;;0
lovre11;lovre11;;192;43;664;383;America/Lima;0
here_to_judge;here_to_judge;;29;43;5346;3438;;0
olcoffer;olcoffer;;54;43;107913;6714;London;0
vangrp;vangrp;;176;43;4652;320;;0
mauro_jcar;mauro_jcar;;232;43;1106;3288;;0
jvck1988;jvck1988;;152;43;1651;2255;Madrid;0
posco_t;posco_t;;99;43;954;342;;0
flacocrc;flacocrc;;96;43;846;2798;Central Time (US & Canada);0
duedubbi;duedubbi;;262;43;1811;1569;Rome;0
fandefenseman82;fandefenseman82;;190;43;113;122;Atlantic Time (Canada);0
gabriofg;gabriofg;;149;43;228;2070;Rome;0
